id,w,h,search,n_bounds,cx,cy,apothems,fit_rms,strengths,cx_each,cy_each
1-52,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-53,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-54,1468,2048,open,2,149.596,155.570,67.612;78.520,0.073;0.118,2906;2914,149.579;149.613,155.555;155.584
1-55,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-56,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-57,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-58,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-59,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-6-P1,1468,2048,open,3,146.672,156.819,57.810;66.531;72.250,0.217;0.131;0.213,2742;2968;2238,146.536;146.544;147.009,156.826;156.793;156.845
1-6,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-60,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-61,1468,2048,open,2,149.596,155.570,67.612;78.520,0.073;0.118,2906;2914,149.579;149.613,155.555;155.584
1-62,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-63,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-64,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-65,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-66,1468,2048,open,2,149.599,155.569,67.611;78.521,0.076;0.122,2907;2910,149.582;149.616,155.555;155.582
1-67,1468,2048,open,2,149.599,155.569,67.611;78.521,0.076;0.122,2907;2910,149.582;149.616,155.555;155.582
1-68,1468,2048,open,3,146.685,156.780,57.763;66.586;72.207,0.201;0.139;0.187,2776;2955;1965,146.555;146.567;147.044,156.786;156.767;156.790
1-69,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-7-P1,1468,2048,open,3,146.672,156.819,57.810;66.531;72.250,0.217;0.131;0.213,2742;2968;2238,146.536;146.544;147.009,156.826;156.793;156.845
1-7,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-70,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-71,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-72,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-73,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-74,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-75,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-76,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-77,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-78,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-79,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-8-C1,1468,2048,open,2,146.284,155.571,67.473;78.880,0.343;0.230,1791;1845,146.108;146.455,155.588;155.554
1-8-P1,1468,2048,open,2,149.598,155.566,67.610;78.520,0.074;0.120,2908;2916,149.581;149.615,155.553;155.579
1-8,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-80,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-81,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-82,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-83,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-84,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-85,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-86,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-87,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-88,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-89,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-9-C2,1468,2048,open,3,146.281,155.566,67.726;78.552;85.078,0.205;0.117;0.149,2949;2957;1425,146.180;146.423;146.193,155.537;155.586;155.582
1-9-P1,1468,2048,open,3,146.680,156.734,57.766;66.577;72.231,0.203;0.150;0.225,2752;2939;1968,146.557;146.540;147.059,156.743;156.719;156.742
1-9,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-90,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-91,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-92,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-93,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-94,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-95,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-96,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-97,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
1-98,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
1-99,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
10-1,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-10,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-100,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-101,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
10-102,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-103,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-104,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-105,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-106,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-107,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-108,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-109,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-11,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-110,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-111,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-112,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-113,1468,2048,window,3,146.676,156.791,57.744;66.636;72.159,0.199;0.169;0.188,1067;1196;824,146.557;146.574;146.976,156.790;156.788;156.797
10-114,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-115,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-116,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-117,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-118,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-119,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-12,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-120,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-121,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-122,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-123,1468,2048,window,3,146.676,156.791,57.744;66.635;72.159,0.199;0.170;0.188,1067;1196;823,146.557;146.574;146.977,156.790;156.788;156.797
10-124,1468,2048,window,2,146.406,155.543,75.608;87.672,0.130;0.179,1218;1219,146.383;146.430,155.547;155.539
10-125,1468,2048,open,2,146.178,155.638,67.795;78.562,0.150;0.151,2862;2696,146.055;146.310,155.591;155.688
10-126,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-127,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-128,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-129,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-13,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-130,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-131,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-132,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-133,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-134,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
10-135,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-136,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-137,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-138,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-139,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-14,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-140,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-141,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-142,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-143,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-144,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-145,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-146,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-147,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-148,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-149,1468,2048,window,3,146.598,156.808,57.741;66.637;72.013,0.193;0.168;0.346,1123;1228;848,146.549;146.574;146.699,156.795;156.790;156.851
10-15,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-150,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-151,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-152,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-153,1468,2048,window,2,146.322,155.544,75.693;87.662,0.206;0.168,1238;1270,146.229;146.412,155.558;155.530
10-154,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-155,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-156,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-157,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-158,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-159,1468,2048,window,3,146.598,156.808,57.741;66.637;72.014,0.193;0.168;0.346,1123;1226;845,146.549;146.574;146.698,156.795;156.790;156.852
10-16,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-160,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-161,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-162,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-163,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-164,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-165,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
10-166,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
10-167,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
10-168,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
10-169,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
10-17,1468,2048,window,3,146.608,156.792,57.742;66.636;72.006,0.194;0.168;0.354,1129;1230;824,146.550;146.576;146.736,156.796;156.785;156.797
10-170,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-171,1468,2048,window,3,146.675,156.794,57.741;66.641;72.154,0.196;0.170;0.172,1113;1221;834,146.550;146.572;146.992,156.796;156.794;156.791
10-172,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-173,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-174,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-175,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-176,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-177,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-178,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-179,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-18-P3,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
10-18,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-180,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-181,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
10-182,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
